    63       1     7     3   1 0 1 1
    64       6     7     3   0 1 1 1
    65       2     7     4   2 0 1 1
    66       7     7     4   1 1 1 1
    67      12     7     4   0 2 1 1
    68       3     7     5   3 0 1 1
    69       8     7     5   2 1 1 1
    70      13     7     5   1 2 1 1
    71      18     7     5   0 3 1 1
    72       0    12     2   0 0 0 2
    73       1    12     3   1 0 0 2
    74       6    12     3   0 1 0 2
    75       2    12     4   2 0 0 2
    76       7    12     4   1 1 0 2
    77      12    12     4   0 2 0 2
    78       3    12     5   3 0 0 2
    79       8    12     5   2 1 0 2
    80      13    12     5   1 2 0 2
    81      18    12     5   0 3 0 2
    82       0     3     3   0 0 3 0
    83       1     3     4   1 0 3 0
    84       6     3     4   0 1 3 0
    85       2     3     5   2 0 3 0
    86       7     3     5   1 1 3 0
    87      12     3     5   0 2 3 0
    88       0     8     3   0 0 2 1
    89       1     8     4   1 0 2 1
    90       6     8     4   0 1 2 1
    91       2     8     5   2 0 2 1
    92       7     8     5   1 1 2 1
    93      12     8     5   0 2 2 1
    94       0    13     3   0 0 1 2
    95       1    13     4   1 0 1 2
    96       6    13     4   0 1 1 2
    97       2    13     5   2 0 1 2
    98       7    13     5   1 1 1 2
    99      12    13     5   0 2 1 2
   100       0    18     3   0 0 0 3
   101       1    18     4   1 0 0 3
   102       6    18     4   0 1 0 3
   103       2    18     5   2 0 0 3
   104       7    18     5   1 1 0 3
   105      12    18     5   0 2 0 3
   106       0     4     4   0 0 4 0
   107       1     4     5   1 0 4 0
   108       6     4     5   0 1 4 0
   109       0     9     4   0 0 3 1
   110       1     9     5   1 0 3 1
   111       6     9     5   0 1 3 1
   112       0    14     4   0 0 2 2
   113       1    14     5   1 0 2 2
   114       6    14     5   0 1 2 2
   115       0    19     4   0 0 1 3
   116       1    19     5   1 0 1 3
   117       6    19     5   0 1 1 3
   118       0    24     4   0 0 0 4
   119       1    24     5   1 0 0 4
   120       6    24     5   0 1 0 4
   121       0     5     5   0 0 5 0
   122       0    10     5   0 0 4 1
   123       0    15     5   0 0 3 2
   124       0    20     5   0 0 2 3
   125       0    25     5   0 0 1 4
   126       0    30     5   0 0 0 5

 ARRAYS IA1,IA2
 **************

         0         1         0
         1         2        21
         2         4        51
         3         7        81
         4        11       105
         5        16       120
         6         3        36
         7         5        61
         8         8        87
         9        12       108
        10        17       121
        11         0         0
        12         6        71
        13         9        93
        14        13       111
        15        18       122
        16         0         0
        17         0         0
        18        10        99
        19        14       114
        20        19       123
        21         0         0
        22         0         0
        23         0         0
        24        15       117
        25        20       124
        26         0         0
        27         0         0
        28         0         0
        29         0         0
        30        21       125

 ARRAYS IE1, IE2, IEO, I(1) THROUGH I(LNV)
 ****************************************

     1       0     0     0   0 0 0 0
     2       1     0     1   1 0 0 0
     3       6     0     1   0 1 0 0
     4       2     0     2   2 0 0 0
     5       7     0     2   1 1 0 0
     6      12     0     2   0 2 0 0
     7       3     0     3   3 0 0 0
     8       8     0     3   2 1 0 0
     9      13     0     3   1 2 0 0
    10      18     0     3   0 3 0 0
    11       4     0     4   4 0 0 0
    12       9     0     4   3 1 0 0
    13      14     0     4   2 2 0 0
    14      19     0     4   1 3 0 0
    15      24     0     4   0 4 0 0
    16       5     0     5   5 0 0 0
    17      10     0     5   4 1 0 0
    18      15     0     5   3 2 0 0
    19      20     0     5   2 3 0 0
    20      25     0     5   1 4 0 0
    21      30     0     5   0 5 0 0
    22       0     1     1   0 0 1 0
    23       1     1     2   1 0 1 0
    24       6     1     2   0 1 1 0
    25       2     1     3   2 0 1 0
    26       7     1     3   1 1 1 0
    27      12     1     3   0 2 1 0
    28       3     1     4   3 0 1 0
    29       8     1     4   2 1 1 0
    30      13     1     4   1 2 1 0
    31      18     1     4   0 3 1 0
    32       4     1     5   4 0 1 0
    33       9     1     5   3 1 1 0
    34      14     1     5   2 2 1 0
    35      19     1     5   1 3 1 0
    36      24     1     5   0 4 1 0
    37       0     6     1   0 0 0 1
    38       1     6     2   1 0 0 1
    39       6     6     2   0 1 0 1
    40       2     6     3   2 0 0 1
    41       7     6     3   1 1 0 1
    42      12     6     3   0 2 0 1
    43       3     6     4   3 0 0 1
    44       8     6     4   2 1 0 1
    45      13     6     4   1 2 0 1
    46      18     6     4   0 3 0 1
    47       4     6     5   4 0 0 1
    48       9     6     5   3 1 0 1
    49      14     6     5   2 2 0 1
    50      19     6     5   1 3 0 1
    51      24     6     5   0 4 0 1
    52       0     2     2   0 0 2 0
    53       1     2     3   1 0 2 0
    54       6     2     3   0 1 2 0
    55       2     2     4   2 0 2 0
    56       7     2     4   1 1 2 0
    57      12     2     4   0 2 2 0
    58       3     2     5   3 0 2 0
    59       8     2     5   2 1 2 0
    60      13     2     5   1 2 2 0
    61      18     2     5   0 3 2 0
    62       0     7     2   0 0 1 1
    63       1     7     3   1 0 1 1
    64       6     7     3   0 1 1 1
    65       2     7     4   2 0 1 1
    66       7     7     4   1 1 1 1
    67      12     7     4   0 2 1 1
    68       3     7     5   3 0 1 1
    69       8     7     5   2 1 1 1
    70      13     7     5   1 2 1 1
    71      18     7     5   0 3 1 1
    72       0    12     2   0 0 0 2
    73       1    12     3   1 0 0 2
    74       6    12     3   0 1 0 2
    75       2    12     4   2 0 0 2
    76       7    12     4   1 1 0 2
    77      12    12     4   0 2 0 2
    78       3    12     5   3 0 0 2
    79       8    12     5   2 1 0 2
    80      13    12     5   1 2 0 2
    81      18    12     5   0 3 0 2
    82       0     3     3   0 0 3 0
    83       1     3     4   1 0 3 0
    84       6     3     4   0 1 3 0
    85       2     3     5   2 0 3 0
    86       7     3     5   1 1 3 0
    87      12     3     5   0 2 3 0
    88       0     8     3   0 0 2 1
    89       1     8     4   1 0 2 1
    90       6     8     4   0 1 2 1
    91       2     8     5   2 0 2 1
    92       7     8     5   1 1 2 1
    93      12     8     5   0 2 2 1
    94       0    13     3   0 0 1 2
    95       1    13     4   1 0 1 2
    96       6    13     4   0 1 1 2
    97       2    13     5   2 0 1 2
    98       7    13     5   1 1 1 2
    99      12    13     5   0 2 1 2
   100       0    18     3   0 0 0 3
   101       1    18     4   1 0 0 3
   102       6    18     4   0 1 0 3
   103       2    18     5   2 0 0 3
   104       7    18     5   1 1 0 3
   105      12    18     5   0 2 0 3
   106       0     4     4   0 0 4 0
   107       1     4     5   1 0 4 0
   108       6     4     5   0 1 4 0
   109       0     9     4   0 0 3 1
   110       1     9     5   1 0 3 1
   111       6     9     5   0 1 3 1
   112       0    14     4   0 0 2 2
   113       1    14     5   1 0 2 2
   114       6    14     5   0 1 2 2
   115       0    19     4   0 0 1 3
   116       1    19     5   1 0 1 3
   117       6    19     5   0 1 1 3
   118       0    24     4   0 0 0 4
   119       1    24     5   1 0 0 4
   120       6    24     5   0 1 0 4
   121       0     5     5   0 0 5 0
   122       0    10     5   0 0 4 1
   123       0    15     5   0 0 3 2
   124       0    20     5   0 0 2 3
   125       0    25     5   0 0 1 4
   126       0    30     5   0 0 0 5

 ARRAYS IA1,IA2
 **************

         0         1         0
         1         2        21
         2         4        51
         3         7        81
         4        11       105
         5        16       120
         6         3        36
         7         5        61
         8         8        87
         9        12       108
        10        17       121
        11         0         0
        12         6        71
        13         9        93
        14        13       111
        15        18       122
        16         0         0
        17         0         0
        18        10        99
        19        14       114
        20        19       123
        21         0         0
        22         0         0
        23         0         0
        24        15       117
        25        20       124
        26         0         0
        27         0         0
        28         0         0
        29         0         0
        30        21       125

 ARRAYS IE1, IE2, IEO, I(1) THROUGH I(LNV)
 ****************************************

     1       0     0     0   0 0 0 0
     2       1     0     1   1 0 0 0
     3       6     0     1   0 1 0 0
     4       2     0     2   2 0 0 0
     5       7     0     2   1 1 0 0
     6      12     0     2   0 2 0 0
     7       3     0     3   3 0 0 0
     8       8     0     3   2 1 0 0
     9      13     0     3   1 2 0 0
    10      18     0     3   0 3 0 0
    11       4     0     4   4 0 0 0
    12       9     0     4   3 1 0 0
    13      14     0     4   2 2 0 0
    14      19     0     4   1 3 0 0
    15      24     0     4   0 4 0 0
    16       5     0     5   5 0 0 0
    17      10     0     5   4 1 0 0
    18      15     0     5   3 2 0 0
    19      20     0     5   2 3 0 0
    20      25     0     5   1 4 0 0
    21      30     0     5   0 5 0 0
    22       0     1     1   0 0 1 0
    23       1     1     2   1 0 1 0
    24       6     1     2   0 1 1 0
    25       2     1     3   2 0 1 0
    26       7     1     3   1 1 1 0
    27      12     1     3   0 2 1 0
    28       3     1     4   3 0 1 0
    29       8     1     4   2 1 1 0
    30      13     1     4   1 2 1 0
    31      18     1     4   0 3 1 0
    32       4     1     5   4 0 1 0
    33       9     1     5   3 1 1 0
    34      14     1     5   2 2 1 0
    35      19     1     5   1 3 1 0
    36      24     1     5   0 4 1 0
    37       0     6     1   0 0 0 1
    38       1     6     2   1 0 0 1
    39       6     6     2   0 1 0 1
    40       2     6     3   2 0 0 1
    41       7     6     3   1 1 0 1
    42      12     6     3   0 2 0 1
    43       3     6     4   3 0 0 1
    44       8     6     4   2 1 0 1
    45      13     6     4   1 2 0 1
    46      18     6     4   0 3 0 1
    47       4     6     5   4 0 0 1
    48       9     6     5   3 1 0 1
    49      14     6     5   2 2 0 1
    50      19     6     5   1 3 0 1
    51      24     6     5   0 4 0 1
    52       0     2     2   0 0 2 0
    53       1     2     3   1 0 2 0
    54       6     2     3   0 1 2 0
    55       2     2     4   2 0 2 0
    56       7     2     4   1 1 2 0
    57      12     2     4   0 2 2 0
    58       3     2     5   3 0 2 0
    59       8     2     5   2 1 2 0
    60      13     2     5   1 2 2 0
    61      18     2     5   0 3 2 0
    62       0     7     2   0 0 1 1
    63       1     7     3   1 0 1 1
    64       6     7     3   0 1 1 1
    65       2     7     4   2 0 1 1
    66       7     7     4   1 1 1 1
    67      12     7     4   0 2 1 1
    68       3     7     5   3 0 1 1
    69       8     7     5   2 1 1 1
    70      13     7     5   1 2 1 1
    71      18     7     5   0 3 1 1
    72       0    12     2   0 0 0 2
    73       1    12     3   1 0 0 2
    74       6    12     3   0 1 0 2
    75       2    12     4   2 0 0 2
    76       7    12     4   1 1 0 2
    77      12    12     4   0 2 0 2
    78       3    12     5   3 0 0 2
    79       8    12     5   2 1 0 2
    80      13    12     5   1 2 0 2
    81      18    12     5   0 3 0 2
    82       0     3     3   0 0 3 0
    83       1     3     4   1 0 3 0
    84       6     3     4   0 1 3 0
    85       2     3     5   2 0 3 0
    86       7     3     5   1 1 3 0
    87      12     3     5   0 2 3 0
    88       0     8     3   0 0 2 1
    89       1     8     4   1 0 2 1
    90       6     8     4   0 1 2 1
    91       2     8     5   2 0 2 1
    92       7     8     5   1 1 2 1
    93      12     8     5   0 2 2 1
    94       0    13     3   0 0 1 2
    95       1    13     4   1 0 1 2
    96       6    13     4   0 1 1 2
    97       2    13     5   2 0 1 2
    98       7    13     5   1 1 1 2
    99      12    13     5   0 2 1 2
   100       0    18     3   0 0 0 3
   101       1    18     4   1 0 0 3
   102       6    18     4   0 1 0 3
   103       2    18     5   2 0 0 3
   104       7    18     5   1 1 0 3
   105      12    18     5   0 2 0 3
   106       0     4     4   0 0 4 0
   107       1     4     5   1 0 4 0
   108       6     4     5   0 1 4 0
